URL,Player,From,To,Pos,Ht,Wt,DOB,College
/players/s/singlch01.html,Chris Singleton,2012,2014,F,6-8,230,November 21  1989,Florida State University
/players/s/sivape01.html,Peyton Siva,2014,2014,G,6-0,185,October 24  1990,University of Louisville
/players/s/sloando01.html,Donald Sloan,2012,2016,G,6-3,205,January 15  1988,Texas A&M University
/players/s/smartma01.html,Marcus Smart,2015,2016,G,6-4,220,March 6  1994,Oklahoma State University
/players/s/smithch05.html,Chris Smith,2014,2014,G,6-2,200,October 13  1987,University of Louisville
/players/s/smithgr02.html,Greg Smith,2012,2015,C,6-10,250,January 8  1991,California State University  Fresno
/players/s/smithis01.html,Ish Smith,2011,2016,G,6-0,175,July 5  1988,Wake Forest University
/players/s/smithjr01.html,J.R. Smith,2005,2016,G-F,6-6,225,September 9  1985,
/players/s/smithja02.html,Jason Smith,2008,2016,F-C,7-0,245,March 2  1986,Colorado State University
/players/s/smithjo03.html,Josh Smith,2005,2016,F,6-9,225,December 5  1985,
/players/s/smithno01.html,Nolan Smith,2012,2013,G,6-2,185,July 25  1988,Duke University
/players/s/smithru01.html,Russ Smith,2015,2016,G,6-0,165,April 19  1991,University of Louisville
/players/s/snellto01.html,Tony Snell,2014,2016,G-F,6-7,200,November 10  1991,University of New Mexico
/players/s/southja01.html,James Southerland,2014,2014,F,6-8,215,April 28  1990,Syracuse University
/players/s/speigma01.html,Marreese Speights,2009,2016,C-F,6-10,255,August 4  1987,University of Florida
/players/s/splitti01.html,Tiago Splitter,2011,2016,F-C,6-11,245,January 1  1985,
/players/s/stausni01.html,Nik Stauskas,2015,2016,G,6-6,205,October 7  1993,University of Michigan
/players/s/stephdj01.html,D.J. Stephens,2014,2014,G-F,6-5,190,December 19  1990,University of Memphis
/players/s/stephla01.html,Lance Stephenson,2011,2016,G-F,6-5,230,September 5  1990,University of Cincinnati
/players/s/stiemgr01.html,Greg Stiemsma,2012,2015,C,6-11,260,September 26  1985,University of Wisconsin
/players/s/stockda01.html,David Stockton,2015,2015,G,5-11,165,June 24  1991,Gonzaga University
/players/s/stokeja01.html,Jarnell Stokes,2015,2016,F-C,6-9,263,January 7  1994,University of Tennessee
/players/s/stoneju01.html,Julyan Stone,2012,2014,G,6-6,200,December 7  1988,University of Texas at El Paso
/players/s/stoudam01.html,Amar'e Stoudemire,2003,2016,F-C,6-10,245,November 16  1982,
/players/s/stuckro01.html,Rodney Stuckey,2008,2016,G,6-5,205,April 21  1986,Eastern Washington University
/players/s/sullija01.html,Jared Sullinger,2013,2016,F,6-9,260,March 4  1992,Ohio State University
/players/s/summeda01.html,DaJuan Summers,2010,2013,F,6-8,230,January 24  1988,Georgetown University
/players/t/tavarwa01.html,Walter Tavares,2016,2016,C,7-3,260,March 22  1992,
/players/t/tayloje03.html,Jeffery Taylor,2013,2015,F,6-7,225,May 23  1989,Vanderbilt University
/players/t/tayloje02.html,Jermaine Taylor,2010,2011,G,6-4,210,December 8  1986,University of Central Florida
/players/t/tayloty01.html,Tyshawn Taylor,2013,2014,G,6-3,185,April 12  1990,University of Kansas
/players/t/teaguje01.html,Jeff Teague,2010,2016,G,6-2,186,June 10  1988,Wake Forest University
/players/t/teaguma01.html,Marquis Teague,2013,2014,G,6-2,189,February 28  1993,University of Kentucky
/players/t/teletmi01.html,Mirza Teletovic,2013,2016,F,6-9,242,September 18  1985,
/players/t/telfase01.html,Sebastian Telfair,2005,2015,G,6-0,165,June 9  1985,
/players/t/templga01.html,Garrett Temple,2010,2016,G,6-6,195,May 8  1986,Louisiana State University
/players/t/terryja01.html,Jason Terry,2000,2016,G,6-2,185,September 15  1977,University of Arizona
/players/t/thabeha01.html,Hasheem Thabeet,2010,2014,C,7-3,263,February 16  1987,University of Connecticut
/players/t/thomaad01.html,Adonis Thomas,2014,2014,F,6-7,200,March 25  1993,University of Memphis
/players/t/thomais02.html,Isaiah Thomas,2012,2016,G,5-9,185,February 7  1989,University of Washington
/players/t/thomala01.html,Lance Thomas,2012,2016,F,6-8,235,April 24  1988,Duke University
/players/t/thomama01.html,Malcolm Thomas,2012,2015,F,6-9,225,November 8  1988,San Diego State University
/players/t/thomaty01.html,Tyrus Thomas,2007,2015,F,6-9,215,August 17  1986,Louisiana State University
/players/t/thompho01.html,Hollis Thompson,2014,2016,G-F,6-8,206,April 3  1991,Georgetown University
/players/t/thompja02.html,Jason Thompson,2009,2016,F-C,6-11,250,July 21  1986,Rider University
/players/t/thompkl01.html,Klay Thompson,2012,2016,G,6-7,205,February 8  1990,Washington State University
/players/t/thomptr01.html,Tristan Thompson,2012,2016,F-C,6-9,238,March 13  1991,University of Texas at Austin
/players/t/thornma01.html,Marcus Thornton,2010,2016,G,6-4,205,June 5  1987,Louisiana State University
/players/t/tinslja01.html,Jamaal Tinsley,2002,2014,G,6-3,195,February 28  1978,Iowa State University
/players/t/tollian01.html,Anthony Tolliver,2009,2016,F-C,6-8,240,June 1  1985,Creighton University
/players/t/townska01.html,Karl-Anthony Towns,2016,2016,F-C,7-0,244,November 15  1995,University of Kentucky
/players/t/tskitni01.html,Nikoloz Tskitishvili,2003,2006,F,7-0,225,April 14  1983,
/players/t/tuckepj01.html,P.J. Tucker,2007,2016,F,6-6,245,May 5  1985,University of Texas at Austin
/players/t/turiaro01.html,Ronny Turiaf,2006,2015,F,6-10,249,January 13  1983,Gonzaga University
/players/t/turneev01.html,Evan Turner,2011,2016,G,6-7,220,October 27  1988,Ohio State University
/players/t/turnemy01.html,Myles Turner,2016,2016,F-C,6-11,243,March 24  1996,University of Texas at Austin
/players/t/tylerje01.html,Jeremy Tyler,2012,2014,C,6-10,260,June 21  1991,
/players/u/udohek01.html,Ekpe Udoh,2011,2015,F,6-10,240,May 20  1987,Baylor University
/players/u/udrihbe01.html,Beno Udrih,2005,2016,G,6-3,205,July 5  1982,
/players/v/valanjo01.html,Jonas Valanciunas,2013,2016,C,7-0,255,May 6  1992,
/players/v/varejan01.html,Anderson Varejao,2005,2016,F-C,6-10,273,September 28  1982,
/players/v/varnaja01.html,Jarvis Varnado,2013,2014,F,6-9,230,March 1  1988,Mississippi State University
/players/v/vasqugr01.html,Greivis Vasquez,2011,2016,G,6-6,217,January 16  1987,University of Maryland
/players/v/vaughra01.html,Rashad Vaughn,2016,2016,G,6-6,202,August 16  1996,University of Nevada  Las Vegas
/players/v/veselja01.html,Jan Vesely,2012,2014,F,6-11,240,April 24  1990,
/players/v/villach01.html,Charlie Villanueva,2006,2016,F,6-11,232,August 24  1984,University of Connecticut
/players/v/vonleno01.html,Noah Vonleh,2015,2016,F,6-10,240,August 24  1995,Indiana University
/players/v/vucevni01.html,Nikola Vucevic,2012,2016,C,7-0,260,October 24  1990,University of Southern California
/players/v/vujacsa01.html,Sasha Vujacic,2005,2016,G,6-7,195,March 8  1984,
/players/w/wadedw01.html,Dwyane Wade,2004,2016,G,6-4,220,January 17  1982,Marquette University
/players/w/waitedi01.html,Dion Waiters,2013,2016,G,6-4,225,December 10  1991,Syracuse University
/players/w/walkebi01.html,Henry Walker,2009,2015,F,6-6,220,October 9  1987,Kansas State University
/players/w/walkeke02.html,Kemba Walker,2012,2016,G,6-1,172,May 8  1990,University of Connecticut
/players/w/walljo01.html,John Wall,2011,2016,G,6-4,195,September 6  1990,University of Kentucky
/players/w/wallage01.html,Gerald Wallace,2002,2015,F,6-7,215,July 23  1982,University of Alabama
/players/w/wareca01.html,Casper Ware,2014,2014,G,5-10,175,January 17  1990,California State University  Long Beach
/players/w/warretj01.html,T.J. Warren,2015,2016,F,6-8,230,September 5  1993,North Carolina State University
/players/w/watsocj01.html,C.J. Watson,2008,2016,G,6-2,175,April 17  1984,University of Tennessee
/players/w/waynsma01.html,Maalik Wayns,2013,2014,G,6-2,200,May 2  1991,Villanova University
/players/w/wearda01.html,David Wear,2015,2015,F,6-10,230,September 21  1990,University of California  Los Angeles
/players/w/weartr01.html,Travis Wear,2015,2015,F,6-10,230,September 21  1990,University of California  Los Angeles
/players/w/webstma02.html,Martell Webster,2006,2015,G-F,6-7,230,December 4  1986,
/players/w/weemsso01.html,Sonny Weems,2009,2016,G-F,6-6,205,July 8  1986,University of Arkansas
/players/w/westda01.html,David West,2004,2016,F,6-9,250,August 29  1980,Xavier University
/players/w/westbru01.html,Russell Westbrook,2009,2016,G,6-3,200,November 12  1988,University of California  Los Angeles
/players/w/whitedj01.html,D.J. White,2009,2014,F,6-9,251,August 31  1986,Indiana University
/players/w/whitero03.html,Royce White,2014,2014,F,6-8,270,April 10  1991,Iowa State University
/players/w/whiteha01.html,Hassan Whiteside,2011,2016,C,7-0,265,June 13  1989,Marshall University
/players/w/whittsh01.html,Shayne Whittington,2015,2016,F-C,6-11,250,March 27  1991,Western Michigan University
/players/w/wiggian01.html,Andrew Wiggins,2015,2016,F-G,6-8,199,February 23  1995,University of Kansas
/players/w/wilcocj01.html,C.J. Wilcox,2015,2016,G,6-5,195,December 30  1990,University of Washington
/players/w/wilkida02.html,Damien Wilkins,2005,2013,F-G,6-6,225,January 11  1980,University of Georgia
/players/w/willide01.html,Deron Williams,2006,2016,G,6-3,200,June 26  1984,University of Illinois at Urbana-Champaign
/players/w/willide02.html,Derrick Williams,2012,2016,F,6-8,240,May 25  1991,University of Arizona
/players/w/williel01.html,Elliot Williams,2012,2016,G,6-5,190,June 20  1989,University of Memphis
/players/w/willilo02.html,Lou Williams,2006,2016,G,6-1,175,October 27  1986,
/players/w/willima04.html,Marcus Williams,2008,2009,F,6-7,205,November 18  1986,University of Arizona
/players/w/willima02.html,Marvin Williams,2006,2016,F,6-9,237,June 19  1986,University of North Carolina
/players/w/willima01.html,Mo Williams,2004,2016,G,6-1,198,December 19  1982,University of Alabama
/players/w/willire02.html,Reggie Williams,2010,2015,F,6-6,205,September 14  1986,Virginia Military Institute
/players/w/willish03.html,Shawne Williams,2007,2015,F,6-9,225,February 16  1986,University of Memphis
/players/w/winslju01.html,Justise Winslow,2016,2016,F,6-7,225,March 26  1996,Duke University
/players/w/witheje01.html,Jeff Withey,2014,2016,C,7-0,231,March 7  1990,University of Kansas
/players/w/woltena01.html,Nate Wolters,2014,2015,G,6-4,190,May 15  1991,South Dakota State University
/players/w/woodch01.html,Christian Wood,2016,2016,F,6-11,220,September 27  1995,University of Nevada  Las Vegas
/players/a/artesro01.html,Metta World Peace,2000,2016,F,6-6,260,November 13  1979,St. John's University
/players/w/wrighbr03.html,Brandan Wright,2008,2016,F,6-10,210,October 5  1987,University of North Carolina
/players/w/wrighch01.html,Chris Wright,2012,2014,F,6-8,226,September 30  1988,University of Dayton
/players/w/wrighde01.html,Delon Wright,2016,2016,G,6-5,190,April 26  1992,University of Utah
/players/w/wrighdo01.html,Dorell Wright,2005,2015,G-F,6-7,200,December 2  1985,
/players/w/wroteto01.html,Tony Wroten,2013,2016,G,6-6,205,April 13  1993,University of Washington
/players/y/youngja01.html,James Young,2015,2016,G-F,6-6,215,August 16  1995,University of Kentucky
/players/y/youngjo01.html,Joseph Young,2016,2016,G,6-2,180,June 27  1992,University of Oregon
/players/y/youngni01.html,Nick Young,2008,2016,G-F,6-7,210,June 1  1985,University of Southern California
/players/y/youngsa01.html,Sam Young,2010,2013,F,6-6,220,June 1  1985,University of Pittsburgh
/players/y/youngth01.html,Thaddeus Young,2008,2016,F,6-8,221,June 21  1988,Georgia Institute of Technology
/players/z/zelleco01.html,Cody Zeller,2014,2016,F-C,7-0,240,October 5  1992,Indiana University
/players/z/zellety01.html,Tyler Zeller,2013,2016,F-C,7-0,253,January 17  1990,University of North Carolina
